record_id,account_id,recorded_on,amount,currency,category,memo
rec-000401,acct-002,2026-05-10,55937,JPY,one_time,sample record 401
rec-000402,acct-003,2026-05-11,56074,JPY,refund,sample record 402
rec-000403,acct-004,2026-05-12,56211,JPY,adjustment,sample record 403
rec-000404,acct-005,2026-05-13,56348,JPY,usage,sample record 404
rec-000405,acct-006,2026-05-14,56485,JPY,subscription,sample record 405
rec-000406,acct-007,2026-05-15,56622,JPY,one_time,sample record 406
rec-000407,acct-008,2026-05-16,56759,JPY,refund,sample record 407
rec-000408,acct-009,2026-05-17,56896,JPY,adjustment,sample record 408
rec-000409,acct-010,2026-05-18,57033,JPY,usage,sample record 409
rec-000410,acct-001,2026-05-19,57170,JPY,subscription,sample record 410
rec-000411,acct-002,2026-05-20,57307,JPY,one_time,sample record 411
rec-000412,acct-003,2026-05-21,57444,JPY,refund,sample record 412
rec-000413,acct-004,2026-05-22,57581,JPY,adjustment,sample record 413
rec-000414,acct-005,2026-05-23,57718,JPY,usage,sample record 414
rec-000415,acct-006,2026-05-24,57855,JPY,subscription,sample record 415
rec-000416,acct-007,2026-05-25,57992,JPY,one_time,sample record 416
rec-000417,acct-008,2026-05-26,58129,JPY,refund,sample record 417
rec-000418,acct-009,2026-05-27,58266,JPY,adjustment,sample record 418
rec-000419,acct-010,2026-05-28,58403,JPY,usage,sample record 419
rec-000420,acct-001,2026-05-01,58540,JPY,subscription,sample record 420
rec-000421,acct-002,2026-05-02,58677,JPY,one_time,sample record 421
rec-000422,acct-003,2026-05-03,58814,JPY,refund,sample record 422
rec-000423,acct-004,2026-05-04,58951,JPY,adjustment,sample record 423
rec-000424,acct-005,2026-05-05,59088,JPY,usage,sample record 424
rec-000425,acct-006,2026-05-06,59225,JPY,subscription,sample record 425
rec-000426,acct-007,2026-05-07,59362,JPY,one_time,sample record 426
rec-000427,acct-008,2026-05-08,59499,JPY,refund,sample record 427
rec-000428,acct-009,2026-05-09,59636,JPY,adjustment,sample record 428
rec-000429,acct-010,2026-05-10,59773,JPY,usage,sample record 429
rec-000430,acct-001,2026-05-11,59910,JPY,subscription,sample record 430
rec-000431,acct-002,2026-05-12,60047,JPY,one_time,sample record 431
rec-000432,acct-003,2026-05-13,60184,JPY,refund,sample record 432
rec-000433,acct-004,2026-05-14,60321,JPY,adjustment,sample record 433
rec-000434,acct-005,2026-05-15,60458,JPY,usage,sample record 434
rec-000435,acct-006,2026-05-16,60595,JPY,subscription,sample record 435
rec-000436,acct-007,2026-05-17,60732,JPY,one_time,sample record 436
rec-000437,acct-008,2026-05-18,60869,JPY,refund,sample record 437
rec-000438,acct-009,2026-05-19,61006,JPY,adjustment,sample record 438
rec-000439,acct-010,2026-05-20,61143,JPY,usage,sample record 439
rec-000440,acct-001,2026-05-21,61280,JPY,subscription,sample record 440
rec-000441,acct-002,2026-05-22,61417,JPY,one_time,sample record 441
rec-000442,acct-003,2026-05-23,61554,JPY,refund,sample record 442
rec-000443,acct-004,2026-05-24,61691,JPY,adjustment,sample record 443
rec-000444,acct-005,2026-05-25,61828,JPY,usage,sample record 444
rec-000445,acct-006,2026-05-26,61965,JPY,subscription,sample record 445
rec-000446,acct-007,2026-05-27,62102,JPY,one_time,sample record 446
rec-000447,acct-008,2026-05-28,62239,JPY,refund,sample record 447
rec-000448,acct-009,2026-05-01,62376,JPY,adjustment,sample record 448
rec-000449,acct-010,2026-05-02,62513,JPY,usage,sample record 449
rec-000450,acct-001,2026-05-03,62650,JPY,subscription,sample record 450
rec-000451,acct-002,2026-05-04,62787,JPY,one_time,sample record 451
rec-000452,acct-003,2026-05-05,62924,JPY,refund,sample record 452
rec-000453,acct-004,2026-05-06,63061,JPY,adjustment,sample record 453
rec-000454,acct-005,2026-05-07,63198,JPY,usage,sample record 454
rec-000455,acct-006,2026-05-08,63335,JPY,subscription,sample record 455
rec-000456,acct-007,2026-05-09,63472,JPY,one_time,sample record 456
rec-000457,acct-008,2026-05-10,63609,JPY,refund,sample record 457
rec-000458,acct-009,2026-05-11,63746,JPY,adjustment,sample record 458
rec-000459,acct-010,2026-05-12,63883,JPY,usage,sample record 459
rec-000460,acct-001,2026-05-13,64020,JPY,subscription,sample record 460
rec-000461,acct-002,2026-05-14,64157,JPY,one_time,sample record 461
rec-000462,acct-003,2026-05-15,64294,JPY,refund,sample record 462
rec-000463,acct-004,2026-05-16,64431,JPY,adjustment,sample record 463
rec-000464,acct-005,2026-05-17,64568,JPY,usage,sample record 464
rec-000465,acct-006,2026-05-18,64705,JPY,subscription,sample record 465
rec-000466,acct-007,2026-05-19,64842,JPY,one_time,sample record 466
rec-000467,acct-008,2026-05-20,64979,JPY,refund,sample record 467
rec-000468,acct-009,2026-05-21,65116,JPY,adjustment,sample record 468
rec-000469,acct-010,2026-05-22,65253,JPY,usage,sample record 469
rec-000470,acct-001,2026-05-23,65390,JPY,subscription,sample record 470
rec-000471,acct-002,2026-05-24,65527,JPY,one_time,sample record 471
rec-000472,acct-003,2026-05-25,65664,JPY,refund,sample record 472
rec-000473,acct-004,2026-05-26,65801,JPY,adjustment,sample record 473
rec-000474,acct-005,2026-05-27,65938,JPY,usage,sample record 474
rec-000475,acct-006,2026-05-28,66075,JPY,subscription,sample record 475
rec-000476,acct-007,2026-05-01,66212,JPY,one_time,sample record 476
rec-000477,acct-008,2026-05-02,66349,JPY,refund,sample record 477
rec-000478,acct-009,2026-05-03,66486,JPY,adjustment,sample record 478
rec-000479,acct-010,2026-05-04,66623,JPY,usage,sample record 479
rec-000480,acct-001,2026-05-05,66760,JPY,subscription,sample record 480
rec-000481,acct-002,2026-05-06,66897,JPY,one_time,sample record 481
rec-000482,acct-003,2026-05-07,67034,JPY,refund,sample record 482
rec-000483,acct-004,2026-05-08,67171,JPY,adjustment,sample record 483
rec-000484,acct-005,2026-05-09,67308,JPY,usage,sample record 484
rec-000485,acct-006,2026-05-10,67445,JPY,subscription,sample record 485
rec-000486,acct-007,2026-05-11,67582,JPY,one_time,sample record 486
rec-000487,acct-008,2026-05-12,67719,JPY,refund,sample record 487
rec-000488,acct-009,2026-05-13,67856,JPY,adjustment,sample record 488
rec-000489,acct-010,2026-05-14,67993,JPY,usage,sample record 489
rec-000490,acct-001,2026-05-15,68130,JPY,subscription,sample record 490
rec-000491,acct-002,2026-05-16,68267,JPY,one_time,sample record 491
rec-000492,acct-003,2026-05-17,68404,JPY,refund,sample record 492
rec-000493,acct-004,2026-05-18,68541,JPY,adjustment,sample record 493
rec-000494,acct-005,2026-05-19,68678,JPY,usage,sample record 494
rec-000495,acct-006,2026-05-20,68815,JPY,subscription,sample record 495
rec-000496,acct-007,2026-05-21,68952,JPY,one_time,sample record 496
rec-000497,acct-008,2026-05-22,69089,JPY,refund,sample record 497
rec-000498,acct-009,2026-05-23,69226,JPY,adjustment,sample record 498
rec-000499,acct-010,2026-05-24,69363,JPY,usage,sample record 499
rec-000500,acct-001,2026-05-25,69500,JPY,subscription,sample record 500
